-1085519.65	4254167	-755519.6	3924167
-815519.65	4254167	-455519.6	3924167
-515519.65	4254167	-155519.6	3924167
-215519.65	4254167	144480.4	3924167
84480.35	4254167	444480.4	3924167
384480.35	4254167	500783.1	3924167
-1085519.65	4554167	-755519.6	4194167
-815519.65	4554167	-455519.6	4194167
-515519.65	4554167	-155519.6	4194167
-215519.65	4554167	144480.4	4194167
84480.35	4554167	444480.4	4194167
384480.35	4554167	500783.1	4194167
-1085519.65	4854167	-755519.6	4494167
-815519.65	4854167	-455519.6	4494167
-515519.65	4854167	-155519.6	4494167
-215519.65	4854167	144480.4	4494167
84480.35	4854167	444480.4	4494167
384480.35	4854167	500783.1	4494167
-1085519.65	4926042	-755519.6	4794167
-815519.65	4926042	-455519.6	4794167
-515519.65	4926042	-155519.6	4794167
-215519.65	4926042	144480.4	4794167
84480.35	4926042	444480.4	4794167
384480.35	4926042	500783.1	4794167
