2838492.0	4364167.0	3278492.0	3924167.0
3198492.0	4364167.0	3678492.0	3924167.0
3598492.0	4364167.0	4078492.0	3924167.0
3998492.0	4364167.0	4478492.0	3924167.0
4398492.0	4364167.0	4878492.0	3924167.0
4798492.0	4364167.0	5092712.0	3924167.0
2838492.0	4759063.0	3278492.0	4284167.0
3198492.0	4759063.0	3678492.0	4284167.0
3598492.0	4759063.0	4078492.0	4284167.0
3998492.0	4759063.0	4478492.0	4284167.0
4398492.0	4759063.0	4878492.0	4284167.0
4798492.0	4759063.0	5092712.0	4284167.0
2838492.0	4759063.0	3278492.0	4684167.0
3198492.0	4759063.0	3678492.0	4684167.0
3598492.0	4759063.0	4078492.0	4684167.0
3998492.0	4759063.0	4478492.0	4684167.0
4398492.0	4759063.0	4878492.0	4684167.0
4798492.0	4759063.0	5092712.0	4684167.0
