-1541311.12	3561965	-991311.116	3011965
-1091311.12	3561965	-491311.116	3011965
-591311.12	3561965	8688.884	3011965
-91311.12	3561965	508688.884	3011965
408688.88	3561965	1008688.884	3011965
908688.88	3561965	1439886.691	3011965
-1541311.12	4061965	-991311.116	3461965
-1091311.12	4061965	-491311.116	3461965
-591311.12	4061965	8688.884	3461965
-91311.12	4061965	508688.884	3461965
408688.88	4061965	1008688.884	3461965
908688.88	4061965	1439886.691	3461965
-1541311.12	4191024	-991311.116	3961965
-1091311.12	4191024	-491311.116	3961965
-591311.12	4191024	8688.884	3961965
-91311.12	4191024	508688.884	3961965
408688.88	4191024	1008688.884	3961965
908688.88	4191024	1439886.691	3961965
